"gene_ID"	"gene_qvalue"	"minimal_tx_qvalue"	"number_tx"	"number_significant_tx"	"max(Basal_UK_72hpi_adult_Infected-Basal_uninfected_adult_Uninfected)"	"pct_gene_expr"	"max_pct_tx_expr"
"ENSG00000107949"	"ENSG00000107949"	0.00152403602529286	0.000472160262620611	3	1	-0.235676871058766	1	1
"ENSG00000164610"	"ENSG00000164610"	0.00368520487056495	0.000533576382167193	3	2	0.469158293540264	1	1
"ENSG00000169251"	"ENSG00000169251"	2.17254631390238e-05	0.000574575651779642	5	1	0.485829024561726	1	1
"ENSG00000243989"	"ENSG00000243989"	0.000124906245738544	0.000588625209905168	4	1	-0.554452276413821	1	1
"ENSG00000151327"	"ENSG00000151327"	0.00104204242116664	0.000618261278389112	4	1	-0.445718198804298	1	1
"ENSG00000226742"	"ENSG00000226742"	0.00224755719390569	0.000647828405113054	3	2	0.179892100692659	1	1
"ENSG00000116560"	"ENSG00000116560"	4.47109392600626e-07	0.000754896970895789	5	1	-0.620188858961642	1	1
"ENSG00000067182"	"ENSG00000067182"	5.75344672398544e-17	0.000766115983350234	4	1	0.598019626051814	1	1
"ENSG00000089693"	"ENSG00000089693"	5.26238009372428e-08	0.000786357637157118	3	2	0.929648011176437	1	0.833333333333333
"ENSG00000142867"	"ENSG00000142867"	0.00424247771429676	0.000820679020018117	3	2	-0.323679621853074	1	1
"ENSG00000135245"	"ENSG00000135245"	0.00397722975790637	0.000828629362640424	3	1	-0.232704658781763	1	1
"ENSG00000107960"	"ENSG00000107960"	0.00615337441874634	0.000838231356313491	3	2	-0.468536039145383	1	1
"ENSG00000161960"	"ENSG00000161960"	7.08641644609363e-06	0.000849366060268118	3	1	0.19986914554289	1	1
"ENSG00000153113"	"ENSG00000153113"	1.09389383376059e-09	0.000859855001252881	9	2	0.27274857119383	1	1
"ENSG00000136802"	"ENSG00000136802"	0.000793100771830455	0.000901700291569359	3	1	0.52774825493705	1	1
"ENSG00000176153"	"ENSG00000176153"	0.00301408957444192	0.00103797820980821	3	1	-0.189237384006389	1	1
"ENSG00000067836"	"ENSG00000067836"	0.000757057548038363	0.00108381741404195	4	1	-0.272370067989392	1	1
"ENSG00000148719"	"ENSG00000148719"	2.50887500559507e-09	0.00138498582718812	7	1	0.548772158977512	1	1
"ENSG00000204673"	"ENSG00000204673"	0.00656110186614793	0.00150601208795835	3	2	0.556919791265722	1	1
"ENSG00000137965"	"ENSG00000137965"	0.0094450227031441	0.00156310510487296	5	1	-0.613140370178707	1	0.666666666666667
"ENSG00000100359"	"ENSG00000100359"	0.00335678747605053	0.00167729546671642	8	1	0.236282759709044	1	1
"ENSG00000204381"	"ENSG00000204381"	1.73040716451664e-10	0.0016873800814788	5	1	-0.68474877334439	1	1
"ENSG00000168994"	"ENSG00000168994"	0.000732074761101044	0.00171995808379948	4	1	0.483965673637935	1	1
"ENSG00000165175"	"ENSG00000165175"	0.0104209269690254	0.00192815011985175	3	2	-0.347515825383527	1	1
"ENSG00000138744"	"ENSG00000138744"	4.64490660976342e-05	0.00195026451370801	4	1	0.661349656609208	1	0.833333333333333
"ENSG00000112110"	"ENSG00000112110"	0.0083757194728312	0.00196410343997298	3	1	-0.215399976426841	1	1
"ENSG00000044115"	"ENSG00000044115"	3.06438787183745e-13	0.00205878427965302	7	1	0.519608429398861	1	1
"ENSG00000181090"	"ENSG00000181090"	5.80897310033456e-05	0.00207423550244731	3	1	-0.882821614483621	1	0.666666666666667
"ENSG00000171302"	"ENSG00000171302"	0.00502868775255413	0.00209362539429172	3	1	0.635930758290924	1	0.833333333333333
"ENSG00000146282"	"ENSG00000146282"	1.40396534664576e-06	0.0023828273447711	6	1	-0.348374510562938	1	1
"ENSG00000155438"	"ENSG00000155438"	0.00114794835017456	0.00253834182940788	3	1	0.383836069544874	1	1
"ENSG00000128626"	"ENSG00000128626"	9.86745375549931e-12	0.00264490309940801	4	1	-0.82939451401236	1	1
"ENSG00000198466"	"ENSG00000198466"	0.0116069414556535	0.00275360916600806	3	2	-0.669985763842805	1	1
"ENSG00000198276"	"ENSG00000198276"	0.00377815414122118	0.00331204791333518	3	1	0.245754317969715	1	1
"ENSG00000185504"	"ENSG00000185504"	0.000265625995731303	0.00348349982017977	4	1	-0.654117161788034	0.833333333333333	0.5
"ENSG00000069812"	"ENSG00000069812"	0.0101353828930959	0.00352869301159184	3	1	0.730478777588393	1	0.666666666666667
"ENSG00000134779"	"ENSG00000134779"	2.36201612749293e-15	0.00367495156212927	10	1	-0.292245432177152	1	1
"ENSG00000221914"	"ENSG00000221914"	1.68449968239898e-06	0.00368731730740896	5	1	-0.366441815018684	1	1
"ENSG00000205609"	"ENSG00000205609"	3.06286065744048e-24	0.00384571997331944	4	1	0.880017714445981	1	1
"ENSG00000124733"	"ENSG00000124733"	0.000184869332794321	0.00392244240849471	3	1	0.323313470696863	1	1
"ENSG00000126214"	"ENSG00000126214"	0.00817388438738774	0.0039338387262321	8	1	-0.424110462909434	1	1
"ENSG00000126524"	"ENSG00000126524"	2.92562706679438e-16	0.00407609122675707	5	1	-0.255670406771709	1	1
"ENSG00000167986"	"ENSG00000167986"	4.25140370827559e-23	0.00432563556371902	6	1	-0.684581146669531	1	0.833333333333333
"ENSG00000093010"	"ENSG00000093010"	1.17428406569512e-08	0.00433072013860246	7	1	0.350599984327052	1	1
"ENSG00000217930"	"ENSG00000217930"	0.0153678606163993	0.00443455925705464	3	1	0.227951877150144	1	1
"ENSG00000177459"	"ENSG00000177459"	8.9821639105867e-07	0.0045427843260455	3	1	-0.509811742180229	1	1
"ENSG00000176623"	"ENSG00000176623"	6.83999397105783e-07	0.00470055715464514	6	1	0.417314835889708	1	1
"ENSG00000186594"	"ENSG00000186594"	3.35194667428686e-08	0.00475158041180604	12	1	0.277192850815185	1	1
"ENSG00000137473"	"ENSG00000137473"	0.000546480491143233	0.00482748685268172	6	1	0.409169937681143	1	1
"ENSG00000012061"	"ENSG00000012061"	7.20502994255593e-06	0.00495791729087686	6	1	-0.485881576472846	1	1
"ENSG00000136536"	"ENSG00000136536"	0.010618579528538	0.00497245072084848	4	2	0.350998199912478	1	1
"ENSG00000129636"	"ENSG00000129636"	1.54230129570014e-06	0.00528117506039087	4	1	0.530093989604023	1	1
"ENSG00000244754"	"ENSG00000244754"	4.96826163793656e-14	0.00534378249469663	8	1	0.499123921133727	1	1
"ENSG00000118046"	"ENSG00000118046"	0.0142784090049539	0.00537014400191975	3	1	0.658118819608878	1	0.833333333333333
"ENSG00000168300"	"ENSG00000168300"	7.24015446825965e-12	0.00538161083320741	4	1	0.827750292754605	1	1
"ENSG00000176731"	"ENSG00000176731"	0.018387781070365	0.00546140441674047	3	2	0.206336318202689	1	1
"ENSG00000214160"	"ENSG00000214160"	0.000372353481795939	0.00555817662275787	5	1	0.221357594598627	1	1
"ENSG00000065883"	"ENSG00000065883"	0.00568290042958962	0.00580224595701499	5	1	0.474999079105281	1	0.833333333333333
"ENSG00000126903"	"ENSG00000126903"	0.0132297282998849	0.00585005745825487	3	1	0.666665339230067	0.833333333333333	0.833333333333333
"ENSG00000104964"	"ENSG00000104964"	4.69750366567632e-18	0.00597567346057628	6	1	-0.204775161406897	1	1
"ENSG00000100219"	"ENSG00000100219"	3.26878453116683e-07	0.00614748156403822	4	1	0.210332571915877	1	1
"ENSG00000136425"	"ENSG00000136425"	0.00345992660669635	0.00652510731791017	4	1	-0.495530530571024	1	1
"ENSG00000231312"	"ENSG00000231312"	0.000529861035757954	0.00662434903448035	3	1	-0.728698783890641	1	0.666666666666667
"ENSG00000183273"	"ENSG00000183273"	0.0017253635148296	0.00662844527997656	6	1	-0.494497070442594	1	1
"ENSG00000141699"	"ENSG00000141699"	0.00152795432899262	0.00688159224287151	3	1	-0.639704750492693	1	0.666666666666667
"ENSG00000178585"	"ENSG00000178585"	0.0205939602389737	0.00697213879320949	4	1	-0.213828227079261	1	1
"ENSG00000125877"	"ENSG00000125877"	7.5561268848734e-09	0.007377720472254	4	1	0.388888777741952	1	1
"ENSG00000203950"	"ENSG00000203950"	0.0300814980034224	0.00750887820645975	3	2	0.267603456001398	1	1
"ENSG00000168615"	"ENSG00000168615"	0.0144983410118587	0.00765704390578901	3	1	0.551172381194598	1	1
"ENSG00000198498"	"ENSG00000198498"	0.0127305827737725	0.00772743672574212	5	1	-0.480462791688641	1	1
"ENSG00000106733"	"ENSG00000106733"	1.51339323460486e-11	0.00787059622882727	5	1	0.560283340534265	1	1
"ENSG00000213928"	"ENSG00000213928"	0.000209009182465005	0.0079522693763669	5	1	-0.136897780504142	1	1
"ENSG00000181085"	"ENSG00000181085"	0.00269638197931615	0.0080456263013371	6	1	0.531861655766189	1	1
"ENSG00000116212"	"ENSG00000116212"	0.000434662294948127	0.00827626871326761	6	1	-0.243963471231023	1	1
"ENSG00000103978"	"ENSG00000103978"	0.000530896345453101	0.00827875455589783	6	1	0.316403676690487	1	1
"ENSG00000057935"	"ENSG00000057935"	8.91059671778863e-05	0.00832962874902828	3	1	0.465936355897728	1	1
"ENSG00000170473"	"ENSG00000170473"	0.000371340171428555	0.00838187429195137	4	1	0.299770072894015	1	1
"ENSG00000147996"	"ENSG00000147996"	1.9795060456047e-06	0.00866615595419525	10	1	-0.317085613144595	1	1
"ENSG00000185104"	"ENSG00000185104"	1.14654121977267e-10	0.00915263201259873	4	1	-0.573700965688575	1	0.833333333333333
"ENSG00000186812"	"ENSG00000186812"	5.50373171490413e-06	0.00935330195002679	3	1	-0.814223177766643	1	1
"ENSG00000158747"	"ENSG00000158747"	0.00345992660669635	0.00946573243005744	5	1	0.188404876862594	1	1
"ENSG00000152642"	"ENSG00000152642"	1.89997969035059e-06	0.00946813882103453	4	1	0.760626177042288	1	0.5
"ENSG00000160633"	"ENSG00000160633"	0.035906992684962	0.0096579056919769	3	1	-0.394837147892165	1	1
"ENSG00000089127"	"ENSG00000089127"	1.44673483991622e-06	0.00966486730747272	4	1	0.435064045851561	1	1
"ENSG00000122861"	"ENSG00000122861"	0.0386203377748788	0.00974306111588149	3	2	0.359452728300007	1	1
"ENSG00000143374"	"ENSG00000143374"	0.0195713126361976	0.0105377855857256	4	1	-0.624997492812583	0.833333333333333	0.833333333333333
"ENSG00000107175"	"ENSG00000107175"	1.8434810658584e-07	0.0105542572709918	5	1	-0.284824100150679	1	1
"ENSG00000103152"	"ENSG00000103152"	0.0117096744478289	0.0107273788561059	3	1	0.12731358651559	1	1
"ENSG00000244038"	"ENSG00000244038"	0.0412462928589954	0.0108522044840764	3	1	-0.193100520001352	1	1
"ENSG00000102024"	"ENSG00000102024"	0.0414792854656877	0.0111840258756527	3	2	0.348647064943517	1	1
"ENSG00000186710"	"ENSG00000186710"	0.0339165016260424	0.0115337052050553	4	1	0.311798516510695	1	1
"ENSG00000125458"	"ENSG00000125458"	0.00193133672833997	0.0115493325143339	4	1	0.176620226838319	1	1
"ENSG00000159658"	"ENSG00000159658"	0.00615337441874634	0.0116548249571559	4	1	-0.416899684457717	1	1
"ENSG00000161542"	"ENSG00000161542"	0.0435946042962314	0.0118691405186896	3	2	0.296291966930822	1	1
"ENSG00000266412"	"ENSG00000266412"	1.35592650368106e-12	0.011936520035905	7	1	0.593377375382586	1	1
"ENSG00000066855"	"ENSG00000066855"	0.00948537607309018	0.0122903275007651	3	1	0.501745646391296	1	1
"ENSG00000067082"	"ENSG00000067082"	0.042755594345207	0.0123231827776253	3	1	-0.286797999780097	1	1
"ENSG00000160211"	"ENSG00000160211"	0.00367806176626191	0.0124328988653516	4	1	0.222050254420751	1	1
"ENSG00000128923"	"ENSG00000128923"	0.0326786855621995	0.012490961043958	3	1	0.329392310207829	1	1
"ENSG00000124164"	"ENSG00000124164"	0.00189729245098431	0.0126922313355812	3	1	-0.438478218830334	1	1
"ENSG00000096872"	"ENSG00000096872"	0.0142266473067903	0.0129578711145022	7	1	0.388846323405489	1	1
"ENSG00000087302"	"ENSG00000087302"	3.65792763364699e-06	0.0131643455334993	3	1	-0.383370205042177	1	1
"ENSG00000118849"	"ENSG00000118849"	0.0268214096675249	0.0132383621688947	3	1	0.211531986494964	1	1
"ENSG00000104960"	"ENSG00000104960"	0.00120167246602965	0.0133072200269923	6	1	0.444958591237043	1	1
"ENSG00000172927"	"ENSG00000172927"	0.0129563719379265	0.0136733198858509	5	1	0.499999349463869	1	1
"ENSG00000079462"	"ENSG00000079462"	0.031079751851737	0.0136976065838034	4	1	0.200518144759402	1	1
"ENSG00000198056"	"ENSG00000198056"	0.0476439890500396	0.0138520438424118	3	1	0.51190396867666	1	1
"ENSG00000109854"	"ENSG00000109854"	0.00534165227132196	0.0138867512983879	3	1	0.200019678678937	1	1
"ENSG00000114354"	"ENSG00000114354"	9.28252700619664e-06	0.0140381837644644	3	1	-0.212982539532483	1	1
"ENSG00000196872"	"ENSG00000196872"	2.78333090869165e-05	0.01478184708346	6	1	-0.424762122086786	1	1
"ENSG00000042317"	"ENSG00000042317"	0.0077809411372924	0.0149949712415609	3	1	0.477224040929022	1	1
"ENSG00000153391"	"ENSG00000153391"	0.0256501108586299	0.0150445832424078	3	1	-0.203892791054746	1	1
"ENSG00000142687"	"ENSG00000142687"	1.29149193197569e-05	0.0150463702156978	6	1	-0.504203322187615	1	1
"ENSG00000188690"	"ENSG00000188690"	0.00202233892365096	0.0151848045750084	5	1	0.35045075431715	1	1
"ENSG00000105856"	"ENSG00000105856"	4.83303554293069e-07	0.0152769588088899	5	1	-0.291301696850833	1	1
"ENSG00000112972"	"ENSG00000112972"	0.0470104435814995	0.0154657958498644	4	2	-0.482454736211949	1	1
"ENSG00000143321"	"ENSG00000143321"	6.40015604746359e-05	0.0155229653343229	7	1	0.359313286459576	1	1
"ENSG00000198563"	"ENSG00000198563"	5.01590611650886e-09	0.0161539614340208	6	1	0.205851948752868	1	1
"ENSG00000114648"	"ENSG00000114648"	0.0339969969682039	0.016406421188158	3	1	-0.623528696004463	1	0.833333333333333
"ENSG00000251022"	"ENSG00000251022"	1.18571548631719e-06	0.0166598136982424	7	1	-0.337938798872186	1	1
"ENSG00000006118"	"ENSG00000006118"	5.26058527694664e-06	0.016980746835889	3	1	0.365987138755997	1	1
"ENSG00000068745"	"ENSG00000068745"	0.00116785835117636	0.0170482649321097	4	1	-0.253354815421317	1	1
"ENSG00000135541"	"ENSG00000135541"	0.0232059748167565	0.0172320897130422	3	1	-0.485141177101785	1	1
"ENSG00000141510"	"ENSG00000141510"	0.0334431409925316	0.0180894651583953	3	1	0.494738606143577	1	1
"ENSG00000175197"	"ENSG00000175197"	0.0249699748704939	0.01853488207708	4	1	0.256243534837396	1	1
"ENSG00000160818"	"ENSG00000160818"	0.00961968949568651	0.0192497070772871	3	1	0.333689802300221	1	1
"ENSG00000122378"	"ENSG00000122378"	0.000119774832293492	0.0192735614587759	5	1	0.207481026058444	1	1
"ENSG00000101940"	"ENSG00000101940"	8.98500935046455e-09	0.0194202935044717	7	1	0.306017231839783	1	1
"ENSG00000086475"	"ENSG00000086475"	0.00951847854488069	0.0194635248295698	3	1	-0.403912002365694	1	0.833333333333333
"ENSG00000145191"	"ENSG00000145191"	1.53236603834704e-05	0.020445753646348	6	1	0.321266613705823	1	1
"ENSG00000011638"	"ENSG00000011638"	0.0403760812292649	0.0211556461997403	5	1	-0.284903106597701	1	1
"ENSG00000106355"	"ENSG00000106355"	0.0106281441163822	0.0211901818854169	5	1	-0.386458081683182	1	1
"ENSG00000130826"	"ENSG00000130826"	0.000370574662760924	0.0214815951605129	3	1	-0.322560588657125	1	1
"ENSG00000100364"	"ENSG00000100364"	1.82340341024209e-06	0.0214976610442556	4	1	-0.471154544879052	1	1
"ENSG00000120742"	"ENSG00000120742"	7.81910329095729e-05	0.0216350017541748	5	1	0.256353576688488	1	1
"ENSG00000012822"	"ENSG00000012822"	0.000493547389699215	0.02270160393871	7	1	-0.446172669768834	1	1
"ENSG00000114850"	"ENSG00000114850"	9.88432858529177e-11	0.0227905722977685	3	1	-0.95152284484762	1	0.833333333333333
"ENSG00000048342"	"ENSG00000048342"	0.022628299253454	0.0232216667361343	7	1	0.329005178787725	1	1
"ENSG00000145982"	"ENSG00000145982"	0.0298947339965184	0.0234910019440537	4	1	0.371232671500142	1	1
"ENSG00000204385"	"ENSG00000204385"	6.54159960604834e-32	0.024672026644835	4	1	0.59356727268158	1	1
"ENSG00000185650"	"ENSG00000185650"	4.0859059456245e-08	0.0248098928286463	5	1	-0.419220980350322	1	1
"ENSG00000171124"	"ENSG00000171124"	0.00793801634864669	0.0248634980928923	5	1	0.290247691333691	1	1
"ENSG00000162458"	"ENSG00000162458"	0.0257933154662341	0.025497828420365	3	1	-0.470662040133381	1	1
"ENSG00000168288"	"ENSG00000168288"	7.6211618730134e-11	0.0255026359262717	3	1	-0.290528318240076	1	1
"ENSG00000121864"	"ENSG00000121864"	0.00329197743712628	0.0255216148649696	4	1	-0.549997452115063	1	0.833333333333333
"ENSG00000107521"	"ENSG00000107521"	0.000483998636605195	0.0257495594000792	6	1	0.3455886495954	1	1
"ENSG00000137996"	"ENSG00000137996"	8.16300108160534e-11	0.0257552719454529	3	1	-0.576114263520723	1	1
"ENSG00000115464"	"ENSG00000115464"	0.00107727585247114	0.0266246660442391	5	1	-0.388366969511174	1	1
"ENSG00000117475"	"ENSG00000117475"	8.18923314735496e-05	0.0277227551061157	3	1	-0.537342925304349	1	1
"ENSG00000250571"	"ENSG00000250571"	0.000238359899434523	0.0278108793965404	6	1	0.300585840710982	1	0.833333333333333
"ENSG00000144034"	"ENSG00000144034"	6.37950373902552e-07	0.0280270647775385	4	1	0.247466210415364	1	1
"ENSG00000134186"	"ENSG00000134186"	0.00134453630065168	0.0286265237301479	6	1	0.470338739103303	1	1
"ENSG00000257621"	"ENSG00000257621"	0.0230303106354122	0.0288586837270586	6	1	-0.275512734909389	1	1
"ENSG00000130816"	"ENSG00000130816"	5.71928129977804e-21	0.0290283033184995	7	1	0.531505862861195	1	0.666666666666667
"ENSG00000170035"	"ENSG00000170035"	1.89860271873236e-09	0.0305587475716691	4	1	-0.189590683780106	1	1
"ENSG00000096080"	"ENSG00000096080"	8.33640898039244e-07	0.0309912419381386	5	1	0.201283614380846	1	1
"ENSG00000103811"	"ENSG00000103811"	0.00450575641903307	0.0314942275940524	3	1	-0.687074600110356	0.833333333333333	0.666666666666667
"ENSG00000172830"	"ENSG00000172830"	0.00179448617328809	0.0321934340699529	5	1	0.470410238203393	1	1
"ENSG00000108946"	"ENSG00000108946"	7.85974990992255e-14	0.0324817027937304	9	1	0.452090306237327	1	0.666666666666667
"ENSG00000157873"	"ENSG00000157873"	0.000171009760472917	0.0335177559891897	8	1	0.382437223225501	1	1
"ENSG00000145687"	"ENSG00000145687"	0.0081640813680403	0.0344985159467616	6	1	-0.169250314931454	1	1
"ENSG00000100983"	"ENSG00000100983"	5.71846788355503e-06	0.0348630963515839	5	1	0.302499285718787	1	1
"ENSG00000122359"	"ENSG00000122359"	8.24924269155875e-10	0.034993075165543	6	1	0.163987274654778	1	1
"ENSG00000119335"	"ENSG00000119335"	0.000251400011995561	0.0369406135447581	3	1	0.346938340410605	1	1
"ENSG00000168036"	"ENSG00000168036"	2.69498566187952e-10	0.0371830973298265	10	1	0.288243672454808	1	0.833333333333333
"ENSG00000149582"	"ENSG00000149582"	0.0293561188664927	0.0376324304856719	3	1	0.734356130550118	0.833333333333333	0.666666666666667
"ENSG00000106105"	"ENSG00000106105"	2.63509742668716e-09	0.0376505811749404	6	1	0.586272796141761	1	1
"ENSG00000152457"	"ENSG00000152457"	0.01072843022951	0.0377057165105197	5	1	0.497536265027904	1	0.833333333333333
"ENSG00000122545"	"ENSG00000122545"	5.46992271988141e-19	0.0381717304827716	5	1	-0.278682529680768	1	1
"ENSG00000146731"	"ENSG00000146731"	2.83904059444827e-09	0.0383592494260791	4	1	0.379372291258275	1	1
"ENSG00000231064"	"ENSG00000231064"	1.98217197072956e-05	0.0385052951317529	5	1	-0.636360776730719	1	0.666666666666667
"ENSG00000068079"	"ENSG00000068079"	0.00183080722716579	0.0385642783992335	3	1	-0.228428768127094	1	1
"ENSG00000173442"	"ENSG00000173442"	5.64334948020391e-05	0.0390398818192628	8	1	-0.414277483213995	1	0.833333333333333
"ENSG00000134108"	"ENSG00000134108"	0.000146232732497715	0.0402976884195071	4	1	0.502300760461819	1	1
"ENSG00000106617"	"ENSG00000106617"	8.68800888437789e-07	0.0406725122991662	6	1	-0.439591715713859	1	1
"ENSG00000183576"	"ENSG00000183576"	0.0243933534807164	0.0407158513407015	4	1	-0.272448124897265	1	1
"ENSG00000172845"	"ENSG00000172845"	5.68156684142469e-12	0.041535895441426	4	1	0.869622392025425	1	1
"ENSG00000116288"	"ENSG00000116288"	0.0402989207465067	0.0417029548106971	4	1	-0.656201266372834	0.833333333333333	0.666666666666667
"ENSG00000158373"	"ENSG00000158373"	0.0403464606360625	0.0420427866050289	3	1	-0.21014499244699	1	1
"ENSG00000178104"	"ENSG00000178104"	7.42342950454839e-10	0.0434218145899899	4	1	-0.831671622827781	1	0.833333333333333
"ENSG00000127948"	"ENSG00000127948"	0.0088702731616001	0.0441168877768164	4	1	0.187404868125249	1	1
"ENSG00000113282"	"ENSG00000113282"	2.77727937363239e-05	0.0443017479596122	6	1	0.195287916934994	1	1
"ENSG00000157601"	"ENSG00000157601"	3.7926462462404e-14	0.044352999877438	6	1	-0.329655084428337	1	1
"ENSG00000137575"	"ENSG00000137575"	0.00435895810441928	0.0444932808901822	3	1	-0.248146114142724	1	1
"ENSG00000144118"	"ENSG00000144118"	0.0109406491134667	0.0445801778128287	3	1	0.305966315363726	1	1
"ENSG00000213593"	"ENSG00000213593"	0.00243429541091805	0.0450641974340436	3	1	-0.232913875294565	1	1
"ENSG00000129514"	"ENSG00000129514"	0.0379290014460581	0.0459782989387456	3	1	0.415584369614303	1	1
"ENSG00000116661"	"ENSG00000116661"	4.72008566991866e-13	0.0464548048673064	3	1	-0.549569965390889	1	1
"ENSG00000070190"	"ENSG00000070190"	0.0139933227741451	0.0471212399847664	3	1	-0.42824200184483	1	0.833333333333333
"ENSG00000164924"	"ENSG00000164924"	1.38699462455141e-11	0.0481172870137054	8	1	0.187609354483837	1	1
"ENSG00000105223"	"ENSG00000105223"	1.16006132710444e-07	0.0482444740829617	9	1	-0.260300962784602	1	1
"ENSG00000161999"	"ENSG00000161999"	0.00114231506440538	0.0492727782022199	10	1	0.34983895898049	1	1
