"gene_ID"	"gene_qvalue"	"minimal_tx_qvalue"	"number_tx"	"number_significant_tx"	"max(Secretory_UK_72hpi_adult_Infected-Secretory_uninfected_adult_Uninfected)"	"pct_gene_expr"	"max_pct_tx_expr"
"ENSG00000142327"	"ENSG00000142327"	9.2137450967172e-05	0	2	2	0.638031042899026	1	0.833333333333333
"ENSG00000119471"	"ENSG00000119471"	0.016102354667534	0	2	2	0.528207902291783	1	1
"ENSG00000180881"	"ENSG00000180881"	0.000793944117753836	0	2	2	-0.512574348925289	1	1
"ENSG00000198466"	"ENSG00000198466"	0.00535908514758664	0	2	2	0.508468727001442	1	0.833333333333333
"ENSG00000151491"	"ENSG00000151491"	0.000825299793890643	0	2	2	-0.442689714377536	1	1
"ENSG00000119760"	"ENSG00000119760"	0.00990281894756567	0	2	2	-0.433389650572807	1	1
"ENSG00000178741"	"ENSG00000178741"	3.81654117490948e-71	0	2	2	-0.425727963800855	1	1
"ENSG00000179813"	"ENSG00000179813"	0.0132948166085543	0	2	2	-0.422744497779522	1	1
"ENSG00000111671"	"ENSG00000111671"	0.0102723169110966	0	2	2	-0.408345079689637	1	1
"ENSG00000142867"	"ENSG00000142867"	2.92618964520278e-06	0	2	2	-0.402619743394819	1	1
"ENSG00000106290"	"ENSG00000106290"	0.018958430337294	0	2	2	0.375319639094277	1	1
"ENSG00000168077"	"ENSG00000168077"	0.00176187739025873	0	2	2	-0.364572148660671	1	1
"ENSG00000108468"	"ENSG00000108468"	0.0158777552067891	0	2	2	-0.344493636404359	1	1
"ENSG00000169372"	"ENSG00000169372"	0.00632424974762776	0	2	2	-0.343555275459517	1	1
"ENSG00000113811"	"ENSG00000113811"	1.04312841984987e-06	0	2	2	0.31720898021372	1	1
"ENSG00000147592"	"ENSG00000147592"	0.000721715004668251	0	2	2	0.307512252041173	1	1
"ENSG00000114395"	"ENSG00000114395"	0.00690267332175131	0	2	2	-0.306429316712781	1	1
"ENSG00000132275"	"ENSG00000132275"	0.049899733830096	0	2	2	0.298625932810985	1	1
"ENSG00000175895"	"ENSG00000175895"	0.0179157924681774	0	2	2	0.295812654987544	1	1
"ENSG00000163931"	"ENSG00000163931"	2.04994084701779e-31	0	2	2	-0.265996924097257	1	1
"ENSG00000013275"	"ENSG00000013275"	2.99458688438818e-13	0	2	2	-0.263629096377523	1	1
"ENSG00000085117"	"ENSG00000085117"	6.91065461788054e-10	0	2	2	-0.259485494247263	1	1
"ENSG00000213523"	"ENSG00000213523"	2.911278294993e-06	0	2	2	-0.25706651525837	1	1
"ENSG00000130592"	"ENSG00000130592"	0.0330667574629304	0	2	2	-0.256514381990475	1	1
"ENSG00000131188"	"ENSG00000131188"	0.00492168375624547	0	2	2	-0.221929440567786	1	1
"ENSG00000100162"	"ENSG00000100162"	0.0400141266107686	0	2	2	0.218761508691862	1	1
"ENSG00000145088"	"ENSG00000145088"	0.0213407906738055	0	2	2	-0.218190946572032	1	1
"ENSG00000184924"	"ENSG00000184924"	2.21303598847635e-09	0	2	2	0.21449024766733	1	1
"ENSG00000138495"	"ENSG00000138495"	3.49727850036623e-05	0	2	2	0.213170586653382	1	1
"ENSG00000117862"	"ENSG00000117862"	0.0138046449088097	0	2	2	-0.203985615809797	1	1
"ENSG00000132341"	"ENSG00000132341"	3.58521309404455e-34	0	2	2	-0.185341953355543	1	1
"ENSG00000206075"	"ENSG00000206075"	1.64692859062865e-12	0	2	2	0.180906095177221	1	1
"ENSG00000100906"	"ENSG00000100906"	1.70576634258191e-06	0	2	2	0.161097886206252	1	1
"ENSG00000160201"	"ENSG00000160201"	0.00981829991566465	0	2	2	-0.15074405607766	1	1
"ENSG00000121858"	"ENSG00000121858"	0.000271009674810438	0	2	2	-0.149884001359798	1	1
"ENSG00000144713"	"ENSG00000144713"	6.47510817600042e-86	0	2	2	-0.138008937890852	1	1
"ENSG00000164346"	"ENSG00000164346"	0.0119104017475755	0	2	2	-0.131762582855843	1	1
"ENSG00000159335"	"ENSG00000159335"	0.0189050270490116	0	2	2	0.129583064908515	1	1
"ENSG00000168101"	"ENSG00000168101"	0.00380895379821618	0	2	2	-0.127135004470131	1	1
"ENSG00000185043"	"ENSG00000185043"	9.11012529137589e-14	0	2	2	-0.116255288818078	1	1
"ENSG00000117984"	"ENSG00000117984"	1.12525123004416e-06	0	2	2	-0.111229278823523	1	1
"ENSG00000133131"	"ENSG00000133131"	0.00501225943442058	0	2	2	0.109868699595941	1	1
"ENSG00000161011"	"ENSG00000161011"	1.78223151494251e-05	0	2	2	0.101086112770408	1	1
"ENSG00000173992"	"ENSG00000173992"	0.0138444305800932	0	2	2	0.0998385392625295	1	1
"ENSG00000165672"	"ENSG00000165672"	2.7159322801447e-08	0	2	2	0.0951187502896873	1	1
"ENSG00000186081"	"ENSG00000186081"	1.75839902163085e-29	0	2	2	0.0872516552665663	1	1
"ENSG00000137818"	"ENSG00000137818"	0.00427935140581167	0	2	2	0.0860267086297264	1	1
"ENSG00000172270"	"ENSG00000172270"	0.000372442641257468	0	2	2	-0.0858589173653389	1	1
"ENSG00000174564"	"ENSG00000174564"	0.0272554992518964	0	2	2	-0.0830671029676469	1	1
"ENSG00000165609"	"ENSG00000165609"	0.00141045047906	0	2	2	-0.0818532275261714	1	1
"ENSG00000145491"	"ENSG00000145491"	0.0417901710686218	0	2	2	-0.0818072178934964	1	1
"ENSG00000099622"	"ENSG00000099622"	0.000239992429111834	0	2	2	-0.0797833522520932	1	1
"ENSG00000136689"	"ENSG00000136689"	0.0418527387834832	0	2	2	0.0797055986928843	1	1
"ENSG00000160932"	"ENSG00000160932"	0.00354479602312701	0	2	2	0.0777993482010321	1	1
"ENSG00000185885"	"ENSG00000185885"	0.0130640491984285	0	2	2	0.0765466060232961	1	1
"ENSG00000173113"	"ENSG00000173113"	0.0044213794005966	0	2	2	-0.0755917221935716	1	1
"ENSG00000140319"	"ENSG00000140319"	4.88331527802574e-05	0	2	2	0.072918101444426	1	1
"ENSG00000187244"	"ENSG00000187244"	0.00664299163596399	0	2	2	-0.0694030986425406	1	1
"ENSG00000165474"	"ENSG00000165474"	0.0131069093205269	0	2	2	0.0677895632485132	1	1
"ENSG00000241343"	"ENSG00000241343"	7.76392713889871e-09	0	2	2	0.0657363856385574	1	1
"ENSG00000196139"	"ENSG00000196139"	2.63509503971227e-09	0	2	2	-0.0648095531371741	1	1
"ENSG00000167644"	"ENSG00000167644"	0.00277248505819447	0	2	2	0.0634083100109532	1	1
"ENSG00000137331"	"ENSG00000137331"	0.000325617638472664	0	2	2	-0.0588191423472405	1	1
"ENSG00000125458"	"ENSG00000125458"	0.0211259825042113	0	2	2	0.0586318326938945	1	1
"ENSG00000120129"	"ENSG00000120129"	1.84351446526147e-06	0	2	2	0.0578978466257532	1	1
"ENSG00000104823"	"ENSG00000104823"	1.01541696422766e-06	0	2	2	-0.057832616754398	1	1
"ENSG00000187514"	"ENSG00000187514"	9.67145197593182e-23	0	2	2	0.055003943524939	1	1
"ENSG00000164032"	"ENSG00000164032"	3.39647560036484e-08	0	2	2	0.0485652940232957	1	1
"ENSG00000042753"	"ENSG00000042753"	0.00723784550399853	0	2	2	0.0451357838520934	1	1
"ENSG00000088832"	"ENSG00000088832"	0.0111539272960922	0	2	2	-0.039825319443105	1	1
"ENSG00000184009"	"ENSG00000184009"	9.62827136850825e-11	0	2	2	0.0347421982045379	1	1
"ENSG00000164405"	"ENSG00000164405"	0.0194392763280336	0	2	2	0.0328296368684812	1	1
"ENSG00000170315"	"ENSG00000170315"	0.0417901710686218	0	2	2	0.0302160713126771	1	1
"ENSG00000205420"	"ENSG00000205420"	1.05236363890596e-09	0	2	2	-0.0289842020808866	1	1
"ENSG00000243678"	"ENSG00000243678"	0.0202621654532577	0	2	2	-0.0286335850848423	1	1
"ENSG00000164919"	"ENSG00000164919"	0.0352239434360831	0	2	2	-0.0247621817311119	1	1
"ENSG00000125968"	"ENSG00000125968"	0.0121496412306682	0	2	2	0.0229307797027831	1	1
"ENSG00000221983"	"ENSG00000221983"	0.0169661203703948	0	2	2	0.0223660501998544	1	1
"ENSG00000108298"	"ENSG00000108298"	0.000415306060746981	0	2	2	0.0204933738876867	1	1
"ENSG00000170889"	"ENSG00000170889"	0.0105045881637739	0	2	2	0.0199147048008076	1	1
"ENSG00000110700"	"ENSG00000110700"	0.0105045881637739	0	2	2	0.0188177535178926	1	1
"ENSG00000111640"	"ENSG00000111640"	0.0445233847985377	0	2	2	-0.0165643307803409	1	1
"ENSG00000188846"	"ENSG00000188846"	0.03393419414655	0	2	2	0.0137446513544704	1	1
"ENSG00000083845"	"ENSG00000083845"	0.0181627451266968	0	2	2	0.012896552647646	1	1
"ENSG00000122026"	"ENSG00000122026"	1.02390810598378e-227	5.16492365533483e-313	4	1	-0.360511907757773	1	1
"ENSG00000167996"	"ENSG00000167996"	1.02390810598378e-227	5.16492365520637e-312	4	1	-0.464392151610244	1	1
"ENSG00000147403"	"ENSG00000147403"	1.02390810598378e-227	6.01658095867155e-299	6	2	0.954758792333376	1	1
"ENSG00000211450"	"ENSG00000211450"	1.02390810598378e-227	6.6989770843737e-242	3	1	0.92839522347796	1	1
"ENSG00000089356"	"ENSG00000089356"	1.61222915417566e-167	4.90240064058801e-165	3	2	-0.481980287299733	1	1
"ENSG00000104408"	"ENSG00000104408"	1.24006082891825e-155	1.37566359837994e-134	3	1	0.95637128378945	1	1
"ENSG00000163435"	"ENSG00000163435"	1.02390810598378e-227	1.46621708938527e-89	4	1	0.587624886786304	1	1
"ENSG00000143198"	"ENSG00000143198"	3.42914813706519e-146	3.03669297323163e-85	3	1	-0.453292242396129	1	1
"ENSG00000130429"	"ENSG00000130429"	4.48013033329244e-118	1.74223098468165e-70	4	1	-0.399317327749285	1	1
"ENSG00000104529"	"ENSG00000104529"	4.08431682123516e-85	1.84467048890478e-69	4	2	-0.423955328238846	1	1
"ENSG00000197728"	"ENSG00000197728"	4.9506166291425e-53	1.47558012543738e-54	3	3	0.857922821449598	1	1
"ENSG00000245910"	"ENSG00000245910"	2.02700225833594e-60	4.76890050920392e-52	4	1	0.848936967997551	1	1
"ENSG00000203875"	"ENSG00000203875"	3.86535320063505e-44	1.84665709139782e-47	5	3	0.482037305165117	1	1
"ENSG00000170477"	"ENSG00000170477"	4.3665862703393e-67	3.23903853634112e-44	3	2	-0.365753243739815	1	1
"ENSG00000110958"	"ENSG00000110958"	2.36631069566717e-59	1.3978518051961e-40	4	1	-0.399690923548557	1	1
"ENSG00000129235"	"ENSG00000129235"	4.42971144603482e-50	1.14931893258053e-33	3	1	0.777314903521058	1	1
"ENSG00000174444"	"ENSG00000174444"	1.08594062551756e-38	6.65904428395069e-32	3	1	0.959819551708662	1	1
"ENSG00000110492"	"ENSG00000110492"	5.980071903016e-71	1.2310259086431e-31	5	1	-0.313777923635465	1	1
"ENSG00000169567"	"ENSG00000169567"	3.5615958715537e-77	1.45948620856459e-31	5	1	-0.853858049150578	1	1
"ENSG00000173272"	"ENSG00000173272"	2.94485061473316e-45	4.07919743366918e-30	3	1	0.31175127248852	1	1
"ENSG00000172809"	"ENSG00000172809"	3.08150240121959e-28	5.62449313993507e-30	5	2	0.666713661236329	1	1
"ENSG00000115661"	"ENSG00000115661"	1.59337532416755e-36	1.65481575005644e-29	6	1	0.736453604979963	1	1
"ENSG00000206073"	"ENSG00000206073"	1.57685778612592e-29	5.02391912859392e-29	3	1	0.249476615050833	1	1
"ENSG00000130164"	"ENSG00000130164"	2.06751566140041e-29	3.18227487999837e-27	3	1	-0.898969266254319	1	1
"ENSG00000105519"	"ENSG00000105519"	4.2002450592642e-52	1.10231134267314e-26	7	2	-0.393042790348391	1	1
"ENSG00000102144"	"ENSG00000102144"	2.51038329291262e-25	2.12553397801952e-26	3	2	-0.409966087006715	1	1
"ENSG00000110536"	"ENSG00000110536"	2.33274715183907e-36	7.52231227705295e-25	8	1	-0.709832509745066	1	1
"ENSG00000160180"	"ENSG00000160180"	4.48286168000609e-40	5.54754871259601e-23	3	1	-0.474609302336106	1	1
"ENSG00000245532"	"ENSG00000245532"	2.19535922708028e-39	7.1181150946552e-23	4	2	0.293109844899171	1	1
"ENSG00000182196"	"ENSG00000182196"	2.39722237806868e-61	1.37413906156674e-22	5	1	0.482577053052259	1	1
"ENSG00000116459"	"ENSG00000116459"	1.29486570135179e-32	2.04847448350831e-22	4	1	0.867750702621939	1	1
"ENSG00000104164"	"ENSG00000104164"	5.43910142013774e-22	3.06562303875664e-22	3	1	0.238560706522215	1	1
"ENSG00000137975"	"ENSG00000137975"	1.31729548927052e-38	8.72955598116881e-22	3	1	0.856929907149641	1	1
"ENSG00000196344"	"ENSG00000196344"	2.91094945022468e-66	2.93213888817382e-21	6	1	-0.282894352406663	1	1
"ENSG00000168310"	"ENSG00000168310"	1.06429303841362e-23	5.53273432953998e-21	3	1	0.725247059655563	1	1
"ENSG00000100129"	"ENSG00000100129"	2.54733369370693e-105	8.46515854581272e-21	5	1	0.706122942057033	1	1
"ENSG00000127022"	"ENSG00000127022"	2.66718043013428e-35	9.2629699292417e-21	4	1	0.576679922280122	1	1
"ENSG00000230937"	"ENSG00000230937"	1.50793395715015e-41	3.26514788687833e-20	7	1	0.265247108583567	1	1
"ENSG00000127125"	"ENSG00000127125"	2.17299237321619e-21	5.96365367747099e-20	5	2	0.294252271591462	1	1
"ENSG00000161203"	"ENSG00000161203"	1.34956487623915e-54	6.74677098901704e-20	3	1	0.217170460841564	1	1
"ENSG00000150753"	"ENSG00000150753"	1.72709821264469e-39	1.43747396281697e-19	3	1	-0.417832288205566	1	1
"ENSG00000063660"	"ENSG00000063660"	2.36584363133216e-26	1.61326614402873e-19	3	1	-0.532222903895857	1	1
"ENSG00000128951"	"ENSG00000128951"	2.21253834800499e-26	1.35148926744217e-18	5	2	-0.506374825259512	1	1
"ENSG00000130254"	"ENSG00000130254"	1.30960867282548e-19	1.72290297925392e-18	4	1	-0.727618191319933	1	1
"ENSG00000110852"	"ENSG00000110852"	9.70856245276067e-22	2.52857499130939e-18	4	1	0.796414889485173	1	1
"ENSG00000181163"	"ENSG00000181163"	5.74113291611129e-19	2.59881215966582e-17	3	1	0.497578940430734	1	1
"ENSG00000044115"	"ENSG00000044115"	1.09462438151248e-25	3.63787451949371e-16	6	1	-0.584084515969498	1	1
"ENSG00000188529"	"ENSG00000188529"	1.7530088162857e-26	1.4194931834454e-15	5	2	0.638824453471577	1	1
"ENSG00000117394"	"ENSG00000117394"	4.16001917898107e-25	1.66889845886279e-15	4	1	-0.672998594955137	1	1
"ENSG00000004455"	"ENSG00000004455"	1.29140542382387e-18	1.06494502259983e-14	5	1	-0.541727898276748	1	1
"ENSG00000107372"	"ENSG00000107372"	5.27766318935821e-25	1.07905918393239e-14	6	1	0.531518832574893	1	1
"ENSG00000109180"	"ENSG00000109180"	4.46092034984754e-25	1.93291578261891e-14	5	1	0.287451066764149	1	1
"ENSG00000204618"	"ENSG00000204618"	1.79071229762738e-14	4.49393975071706e-14	4	2	0.490106337727995	1	1
"ENSG00000148908"	"ENSG00000148908"	7.78567497385435e-17	5.6098963962903e-14	3	1	0.641244654334536	1	1
"ENSG00000155066"	"ENSG00000155066"	2.09407365997804e-15	7.38321311262598e-14	4	1	0.75652636335948	1	0.833333333333333
"ENSG00000157778"	"ENSG00000157778"	1.7759817284497e-45	7.88604830935037e-14	6	1	0.577853725098402	1	1
"ENSG00000204385"	"ENSG00000204385"	4.13643836530711e-42	8.27894794094189e-13	5	1	0.616899101420725	1	1
"ENSG00000260916"	"ENSG00000260916"	3.92908361571761e-19	1.18831154541982e-12	4	1	0.6470035211513	1	1
"ENSG00000258752"	"ENSG00000258752"	6.12631895858012e-14	3.06822864455685e-12	3	1	-0.508598730828536	1	1
"ENSG00000115310"	"ENSG00000115310"	7.71737461676498e-67	3.92970313796206e-12	6	1	0.315534621279053	1	1
"ENSG00000163584"	"ENSG00000163584"	3.12952957430121e-27	4.81602976432745e-12	3	1	-0.240920186900168	1	1
"ENSG00000067182"	"ENSG00000067182"	6.886928818036e-21	8.4913740432031e-12	3	1	0.495885649829611	1	1
"ENSG00000017797"	"ENSG00000017797"	7.84121607266453e-34	1.23652603188617e-11	3	1	0.974810032211462	1	0.833333333333333
"ENSG00000109861"	"ENSG00000109861"	9.9796586796046e-11	1.62975301685916e-11	3	1	-0.212242908446996	1	1
"ENSG00000198830"	"ENSG00000198830"	6.88267340372551e-75	1.71284018379257e-11	5	1	0.861952165972639	1	1
"ENSG00000171867"	"ENSG00000171867"	4.51347308620988e-24	2.07350347768555e-11	3	1	0.514432856303516	1	1
"ENSG00000263001"	"ENSG00000263001"	1.67661950818583e-18	2.45769399029527e-11	5	1	-0.810936145265544	1	0.833333333333333
"ENSG00000006625"	"ENSG00000006625"	6.17096748540175e-10	2.70182864109701e-11	3	2	0.249740582752116	1	1
"ENSG00000122644"	"ENSG00000122644"	1.53328678566474e-21	4.07932712429277e-11	6	1	0.375723265310119	1	1
"ENSG00000188659"	"ENSG00000188659"	1.14931754504259e-09	4.43179404539501e-11	5	1	0.884089848999436	1	0.666666666666667
"ENSG00000172354"	"ENSG00000172354"	9.74258337227662e-11	6.13480758516787e-11	4	1	-0.221951830116868	1	1
"ENSG00000143549"	"ENSG00000143549"	3.53838226669393e-48	9.59286945208234e-11	7	1	0.507287566024924	1	1
"ENSG00000177459"	"ENSG00000177459"	7.47195843070278e-16	1.04530602162155e-10	3	1	-0.515189483973052	1	1
"ENSG00000184110"	"ENSG00000184110"	4.46982521056526e-32	1.98994065170087e-10	5	1	0.419003682521147	1	1
"ENSG00000183431"	"ENSG00000183431"	1.35895856623098e-09	2.06559990970306e-10	3	1	0.85889370157221	1	0.833333333333333
"ENSG00000057935"	"ENSG00000057935"	1.35998902909098e-15	2.59943108827731e-10	3	1	0.584614774090949	1	1
"ENSG00000087460"	"ENSG00000087460"	3.5248447018357e-53	3.75816430216652e-10	9	1	-0.29408443229512	1	1
"ENSG00000104964"	"ENSG00000104964"	7.7948019690258e-50	4.80865719446111e-10	5	1	0.231305941596647	1	1
"ENSG00000173171"	"ENSG00000173171"	8.77037235985856e-09	5.74486499993943e-10	3	3	-0.579677197701455	1	1
"ENSG00000124795"	"ENSG00000124795"	1.55340889245504e-11	6.65148463050988e-10	6	1	0.646855322440072	1	1
"ENSG00000122545"	"ENSG00000122545"	1.05958873593501e-62	9.31330377889361e-10	5	1	-0.345451379334204	1	1
"ENSG00000136827"	"ENSG00000136827"	1.54742859163999e-09	9.75583285605743e-10	3	1	-0.670970001526698	1	1
"ENSG00000051620"	"ENSG00000051620"	1.98123181772966e-08	1.07873665504123e-09	3	1	0.201565724808049	1	1
"ENSG00000049449"	"ENSG00000049449"	1.16697875702383e-18	1.58424470358256e-09	4	1	0.638297872107709	1	1
"ENSG00000048405"	"ENSG00000048405"	1.51837746632913e-13	2.04439354567876e-09	5	1	0.67769569811084	1	1
"ENSG00000115963"	"ENSG00000115963"	1.19480547036994e-07	2.31032921603917e-09	4	1	0.230762699399151	1	1
"ENSG00000157601"	"ENSG00000157601"	4.47013954077303e-27	5.30708219965332e-09	6	1	-0.433320721056421	1	1
"ENSG00000167986"	"ENSG00000167986"	2.24241451128471e-37	5.43089794503449e-09	6	1	-0.519999262816323	1	0.833333333333333
"ENSG00000116212"	"ENSG00000116212"	4.63826924158921e-12	5.76823825202197e-09	8	1	-0.453884696639589	1	1
"ENSG00000204220"	"ENSG00000204220"	4.74823462551912e-11	6.60104016581709e-09	5	2	0.502346824444139	1	1
"ENSG00000011009"	"ENSG00000011009"	7.27180285663682e-13	7.18789708506973e-09	6	1	0.370048869199231	1	1
"ENSG00000128626"	"ENSG00000128626"	3.35299813617389e-20	1.04696829711469e-08	3	1	-0.906873274096328	1	1
"ENSG00000155438"	"ENSG00000155438"	6.53678148718216e-08	1.21049239717912e-08	3	2	0.471009732319728	1	1
"ENSG00000136261"	"ENSG00000136261"	3.46451905093801e-19	1.45849400652971e-08	4	1	-0.427562092804037	1	1
"ENSG00000123358"	"ENSG00000123358"	5.76955760769371e-10	1.59115566803785e-08	8	1	-0.62063449796023	1	0.833333333333333
"ENSG00000041357"	"ENSG00000041357"	1.80261068142081e-33	1.69629330313093e-08	4	2	0.744117277574333	1	1
"ENSG00000175110"	"ENSG00000175110"	4.07682291300739e-16	2.69426128395378e-08	4	1	-0.52932989679359	1	1
"ENSG00000244038"	"ENSG00000244038"	4.90837549551009e-07	2.69706609604041e-08	3	2	-0.207268535456583	1	1
"ENSG00000221914"	"ENSG00000221914"	2.87604438708753e-15	3.01618591689755e-08	6	1	-0.415816942291462	1	1
"ENSG00000171311"	"ENSG00000171311"	7.14378526962783e-13	3.07548715518917e-08	4	1	-0.904040975141285	1	1
"ENSG00000183844"	"ENSG00000183844"	1.41537926928535e-10	3.30275506281347e-08	4	1	0.391194600772984	1	1
"ENSG00000166959"	"ENSG00000166959"	6.71763954003671e-09	3.35111663192304e-08	4	1	-0.346209933038524	1	1
"ENSG00000118705"	"ENSG00000118705"	2.93839883311429e-16	6.38778870554778e-08	3	1	-0.312314539116224	1	1
"ENSG00000278558"	"ENSG00000278558"	4.16148085765872e-11	6.6023558299304e-08	4	1	-0.72727191138447	1	1
"ENSG00000089693"	"ENSG00000089693"	9.99782362835153e-17	6.98882328542663e-08	6	1	0.837126853054156	1	1
"ENSG00000181061"	"ENSG00000181061"	7.16939722180162e-07	8.5352761448738e-08	3	2	-0.276124230861542	1	1
"ENSG00000149084"	"ENSG00000149084"	2.07420308380575e-14	1.62188935439831e-07	5	1	0.482728808177157	1	1
"ENSG00000129625"	"ENSG00000129625"	2.4115210552993e-28	2.00455171504962e-07	3	1	0.292185375578909	1	1
"ENSG00000270647"	"ENSG00000270647"	9.79230144268072e-17	2.86150872994549e-07	6	1	-0.454400462074292	1	1
"ENSG00000147010"	"ENSG00000147010"	6.77316177337873e-10	4.84862905625352e-07	4	1	-0.807370058118459	1	1
"ENSG00000185499"	"ENSG00000185499"	1.33981762681434e-24	5.82480315048729e-07	5	1	0.323169443459758	1	1
"ENSG00000144136"	"ENSG00000144136"	1.2670836393043e-06	7.68794359135491e-07	3	2	-0.468610109113067	1	1
"ENSG00000206140"	"ENSG00000206140"	2.55616206275374e-10	8.07626751704562e-07	5	1	0.561473388423149	1	1
"ENSG00000157916"	"ENSG00000157916"	1.89660552992901e-06	8.65588527372143e-07	3	2	0.260817675345557	1	1
"ENSG00000067082"	"ENSG00000067082"	7.26964411085773e-06	8.92997017666348e-07	3	2	0.40325676990993	1	1
"ENSG00000120533"	"ENSG00000120533"	5.4712014912471e-103	9.57908111070877e-07	6	1	0.543638961877103	1	1
"ENSG00000132470"	"ENSG00000132470"	1.58084230096542e-66	9.98624731402345e-07	7	1	0.623530572361009	1	1
"ENSG00000185650"	"ENSG00000185650"	4.65397384483063e-16	1.17108728850222e-06	4	1	-0.391250568216363	1	1
"ENSG00000113712"	"ENSG00000113712"	7.48071843276059e-72	1.41199634373258e-06	12	1	-0.260683801701701	1	1
