"gene_ID"	"gene_qvalue"	"minimal_tx_qvalue"	"number_tx"	"number_significant_tx"	"max(Ciliated_uninfected_child_Uninfected-Ciliated_uninfected_adult_Uninfected)"	"pct_gene_expr"	"max_pct_tx_expr"
"ENSG00000170017"	"ENSG00000170017"	5.7810572757075e-15	2.82088072315971e-12	3	1	0.743694564264246	1	1
"ENSG00000150093"	"ENSG00000150093"	5.19534685042597e-41	3.07387275923826e-12	4	2	0.516251941629359	1	1
"ENSG00000144908"	"ENSG00000144908"	9.85036924593505e-13	3.90140181084819e-12	5	1	0.32736130483542	1	1
"ENSG00000151500"	"ENSG00000151500"	1.53252045431719e-10	4.44429811356993e-12	4	2	0.262452123650583	1	1
"ENSG00000149084"	"ENSG00000149084"	2.19369245997216e-44	4.82021866953933e-12	6	1	0.371309592562069	1	1
"ENSG00000167615"	"ENSG00000167615"	1.49920115585401e-19	6.37614945641053e-12	6	1	0.701586681727398	1	1
"ENSG00000104660"	"ENSG00000104660"	8.05612807228147e-21	8.32469744892742e-12	3	2	0.762613568017527	1	1
"ENSG00000144161"	"ENSG00000144161"	2.66704371110372e-12	8.59029268529668e-12	5	1	0.687212722928562	1	1
"ENSG00000147419"	"ENSG00000147419"	2.39277888707967e-16	9.26042930972811e-12	6	1	-0.328788013848519	1	1
"ENSG00000107175"	"ENSG00000107175"	1.00655460100478e-20	1.05332365706844e-11	4	1	0.333754498267867	1	1
"ENSG00000245694"	"ENSG00000245694"	2.26294266632956e-66	1.14836867574605e-11	9	2	0.267635269875612	1	1
"ENSG00000104164"	"ENSG00000104164"	5.04912098727903e-13	1.37557557125461e-11	3	2	-0.283719525651215	1	1
"ENSG00000263001"	"ENSG00000263001"	3.96888232588798e-26	2.03520410590468e-11	5	1	0.415676558194922	1	1
"ENSG00000083857"	"ENSG00000083857"	1.18322359771426e-13	2.49553027281591e-11	3	1	-0.764572356095048	1	1
"ENSG00000204385"	"ENSG00000204385"	7.76754836321828e-91	2.82008897196156e-11	5	1	0.460114484522735	1	1
"ENSG00000110321"	"ENSG00000110321"	1.27522347863097e-52	2.91775756311736e-11	8	1	-0.25966668319069	1	1
"ENSG00000126934"	"ENSG00000126934"	1.35428251222174e-10	4.71496950488482e-11	4	1	0.268151240969276	1	1
"ENSG00000163166"	"ENSG00000163166"	1.39181065629929e-18	4.90482391518952e-11	4	1	0.724717554291864	1	1
"ENSG00000198960"	"ENSG00000198960"	8.14181548168302e-17	5.53914691854161e-11	4	1	0.610294625542809	1	1
"ENSG00000149658"	"ENSG00000149658"	1.52866967454998e-10	5.62860986189094e-11	4	1	-0.627211906297663	1	1
"ENSG00000134504"	"ENSG00000134504"	4.30136187421025e-10	5.73561116435536e-11	7	1	-0.460385851801404	1	1
"ENSG00000204618"	"ENSG00000204618"	2.60782150625897e-24	6.43385939919391e-11	5	2	0.253493332312307	1	1
"ENSG00000124074"	"ENSG00000124074"	1.34754772948646e-13	7.33464107355399e-11	5	1	-0.486579427116531	1	1
"ENSG00000185055"	"ENSG00000185055"	9.16618777375941e-41	1.34208264370606e-10	8	1	-0.298763389954116	1	1
"ENSG00000147010"	"ENSG00000147010"	2.08366645869332e-18	1.44000888386556e-10	4	1	-0.780080058297455	1	0.833333333333333
"ENSG00000114125"	"ENSG00000114125"	1.02191160867349e-17	1.81505070047955e-10	5	1	-0.335361030815966	1	1
"ENSG00000184281"	"ENSG00000184281"	1.36705894675031e-14	2.26002757703266e-10	3	1	0.241018820996418	1	1
"ENSG00000107968"	"ENSG00000107968"	4.97787338771665e-19	2.89041181398377e-10	5	1	-0.409490420915671	1	1
"ENSG00000065457"	"ENSG00000065457"	1.41671745493652e-12	3.18466909161363e-10	4	1	0.652412703705968	1	1
"ENSG00000136425"	"ENSG00000136425"	1.64656012859895e-12	3.31642705222832e-10	5	1	-0.56912869863878	1	1
"ENSG00000238227"	"ENSG00000238227"	1.65327364598889e-11	4.13886631408507e-10	3	1	0.482619204018497	1	1
"ENSG00000103415"	"ENSG00000103415"	1.59807688705745e-48	4.63883875150442e-10	6	1	-0.516133603503016	1	1
"ENSG00000147676"	"ENSG00000147676"	1.03471680727794e-20	4.81486649953866e-10	4	1	0.209648423825522	1	1
"ENSG00000125944"	"ENSG00000125944"	2.35898475518791e-110	4.81894041265852e-10	8	1	-0.430159429650599	1	1
"ENSG00000023330"	"ENSG00000023330"	4.75867861610442e-28	5.24928029105893e-10	6	1	0.743715543105326	1	1
"ENSG00000104979"	"ENSG00000104979"	5.38567902438701e-27	5.40899171473916e-10	4	2	-0.907656914413079	1	1
"ENSG00000266412"	"ENSG00000266412"	7.86092504526612e-49	5.43673000273716e-10	7	2	0.631447332925579	1	1
"ENSG00000068903"	"ENSG00000068903"	1.98793244558509e-15	6.12966752129844e-10	4	1	-0.59233693391377	1	1
"ENSG00000065054"	"ENSG00000065054"	1.47226089342236e-22	6.58058940725753e-10	6	1	0.441194251417746	1	1
"ENSG00000095383"	"ENSG00000095383"	1.40595450264035e-18	7.04213241699277e-10	5	1	-0.502475737941156	1	1
"ENSG00000072042"	"ENSG00000072042"	5.87626916411537e-09	9.26669220318435e-10	3	1	-0.232287816544241	1	1
"ENSG00000151715"	"ENSG00000151715"	2.16553682686051e-09	1.00811004887495e-09	5	2	0.318718338259436	1	1
"ENSG00000177830"	"ENSG00000177830"	1.35064941158803e-15	1.02879995827053e-09	4	1	0.605346851180744	1	1
"ENSG00000111639"	"ENSG00000111639"	2.51834188802826e-36	1.11548610814504e-09	3	1	0.230637542953518	1	1
"ENSG00000109180"	"ENSG00000109180"	1.93134518436277e-26	1.18589816520028e-09	4	1	-0.206413564520492	1	1
"ENSG00000177082"	"ENSG00000177082"	5.32599884420521e-40	1.73866137212022e-09	5	2	0.645497240978295	1	1
"ENSG00000132463"	"ENSG00000132463"	1.08921167407143e-20	1.78484557417399e-09	7	1	-0.480408576634222	1	1
"ENSG00000023572"	"ENSG00000023572"	1.70156095640382e-15	2.13087083652046e-09	3	1	-0.475627894310821	1	1
"ENSG00000088836"	"ENSG00000088836"	1.15946044340538e-12	2.26279752813023e-09	7	1	0.618116314354734	1	1
"ENSG00000102738"	"ENSG00000102738"	4.33519542103945e-30	2.44648407126948e-09	3	1	0.257347677026572	1	1
"ENSG00000104973"	"ENSG00000104973"	4.05438626301033e-11	2.73416167814509e-09	5	1	-0.563950360382568	1	1
"ENSG00000146731"	"ENSG00000146731"	3.22468172343157e-24	4.2493797061593e-09	4	1	-0.581280615035699	1	1
"ENSG00000101940"	"ENSG00000101940"	3.96970140119055e-50	4.77892624467591e-09	5	1	0.351941120445585	1	1
"ENSG00000173575"	"ENSG00000173575"	1.472932287909e-16	6.81844471354478e-09	4	1	0.371018035482429	1	1
"ENSG00000133142"	"ENSG00000133142"	5.00935874390525e-09	7.30684559940445e-09	4	1	0.225800602119666	1	1
"ENSG00000101361"	"ENSG00000101361"	1.3345957038511e-08	8.54612139936576e-09	3	2	-0.377700049314207	1	1
"ENSG00000125505"	"ENSG00000125505"	7.25309275573556e-16	1.71309375919331e-08	7	1	-0.539044039280276	1	1
"ENSG00000174780"	"ENSG00000174780"	9.5180475974399e-13	1.8238486333395e-08	3	1	0.191026030571517	1	1
"ENSG00000148341"	"ENSG00000148341"	1.15660241268515e-71	1.92022307699759e-08	7	1	0.702968115107507	1	1
"ENSG00000182944"	"ENSG00000182944"	3.98802976025508e-38	2.30249219079629e-08	12	1	-0.269460171992126	1	1
"ENSG00000157916"	"ENSG00000157916"	5.58797701971582e-09	2.56568561635561e-08	4	2	0.253798490359225	1	1
"ENSG00000155438"	"ENSG00000155438"	7.64757179625151e-42	3.14507490168268e-08	5	1	-0.516823512724424	1	1
"ENSG00000134258"	"ENSG00000134258"	3.1167388766173e-07	3.47231338154336e-08	3	2	0.368943045305682	1	1
"ENSG00000177427"	"ENSG00000177427"	1.89677728235079e-09	4.05458560506835e-08	3	1	-0.57918503772281	1	1
"ENSG00000164105"	"ENSG00000164105"	9.56973928868719e-17	4.11430576295496e-08	5	1	0.537959482533617	1	1
"ENSG00000170365"	"ENSG00000170365"	6.11134309313186e-15	4.25347207169036e-08	4	2	0.510228744285514	1	1
"ENSG00000238142"	"ENSG00000238142"	3.11745829006741e-07	5.15051788018544e-08	3	2	-0.404206692844649	1	1
"ENSG00000162496"	"ENSG00000162496"	2.39400916049816e-85	5.71167013703163e-08	8	1	-0.197424208327566	1	1
"ENSG00000100142"	"ENSG00000100142"	1.67726246957167e-07	6.77987226330729e-08	4	1	0.835334367319452	1	0.833333333333333
"ENSG00000204344"	"ENSG00000204344"	4.39176666407793e-17	6.88186729418688e-08	5	1	-0.396983854151581	1	1
"ENSG00000120742"	"ENSG00000120742"	2.49436972073563e-54	7.44494994893669e-08	6	1	-0.414965404210137	1	1
"ENSG00000104695"	"ENSG00000104695"	7.57939703129357e-15	8.29647887760917e-08	5	2	-0.225766178358225	1	1
"ENSG00000270647"	"ENSG00000270647"	7.89248526607009e-31	9.86564920414996e-08	6	1	0.299270341930845	1	1
"ENSG00000141279"	"ENSG00000141279"	3.67479919024839e-18	1.063662536304e-07	5	2	0.664885766587711	1	1
"ENSG00000117528"	"ENSG00000117528"	4.37475285759565e-13	1.24017676375857e-07	4	1	-0.758856026606306	1	1
"ENSG00000161010"	"ENSG00000161010"	8.30144532193472e-12	1.24897546147613e-07	4	1	0.28329954933159	1	1
"ENSG00000171055"	"ENSG00000171055"	2.48137314771395e-12	1.4572396791345e-07	4	1	0.444878455161078	1	1
"ENSG00000093010"	"ENSG00000093010"	4.9629701389899e-69	1.52439111142457e-07	7	2	0.805010555908942	1	1
"ENSG00000101246"	"ENSG00000101246"	1.38586925014275e-16	1.55284836668823e-07	7	1	-0.447066456374599	1	1
"ENSG00000125166"	"ENSG00000125166"	4.04392732593148e-14	1.59375731555309e-07	4	1	-0.27269765477255	1	1
"ENSG00000067182"	"ENSG00000067182"	6.1018167808008e-18	1.83147783554913e-07	3	1	0.275383333927004	1	1
"ENSG00000154001"	"ENSG00000154001"	5.35885477269153e-46	1.93910748951228e-07	6	1	0.897862612999995	1	0.833333333333333
"ENSG00000169714"	"ENSG00000169714"	7.76836190059328e-06	1.99292167776992e-07	5	1	0.1753396217596	1	1
"ENSG00000176597"	"ENSG00000176597"	6.49318722985985e-20	2.19525516041637e-07	5	1	-0.729950080345	1	0.666666666666667
"ENSG00000019582"	"ENSG00000019582"	3.26174772901583e-07	2.20885340015641e-07	3	2	0.221273171209604	1	1
"ENSG00000151491"	"ENSG00000151491"	1.33086802519163e-06	2.21976191475912e-07	4	1	-0.438795722258645	1	1
"ENSG00000176658"	"ENSG00000176658"	1.45328995462044e-11	2.32955701719978e-07	5	1	0.610814746897125	1	1
"ENSG00000133640"	"ENSG00000133640"	8.84696854736777e-10	2.37587895331746e-07	4	1	0.611312682017946	1	1
"ENSG00000144589"	"ENSG00000144589"	3.53976800069893e-11	2.47832438564919e-07	3	1	0.838224294490203	1	0.833333333333333
"ENSG00000196502"	"ENSG00000196502"	1.92549000481225e-22	2.63440972250774e-07	5	1	-0.700553786060507	1	1
"ENSG00000144118"	"ENSG00000144118"	1.51588515681529e-07	3.69281239113834e-07	3	2	0.438271183284099	1	1
"ENSG00000161249"	"ENSG00000161249"	2.25791242769986e-06	3.70379176589623e-07	10	1	-0.17583754992115	1	1
"ENSG00000177731"	"ENSG00000177731"	1.03514669936488e-05	3.97943730405375e-07	5	1	-0.254093226848161	1	1
"ENSG00000105894"	"ENSG00000105894"	1.2612751336492e-10	4.13853698470286e-07	3	1	0.49225724077323	1	1
"ENSG00000149547"	"ENSG00000149547"	5.69444503142278e-22	4.14194986148479e-07	7	1	0.363609229042314	1	1
"ENSG00000029993"	"ENSG00000029993"	1.6254622608692e-16	4.17914250565197e-07	4	1	-0.296517417535895	1	1
"ENSG00000161547"	"ENSG00000161547"	8.12754295809586e-30	5.02692160216936e-07	6	1	-0.177462501177799	1	1
"ENSG00000115806"	"ENSG00000115806"	9.84063248449971e-17	5.17847595274962e-07	4	1	0.442023033950827	1	1
"ENSG00000109339"	"ENSG00000109339"	6.32002508533457e-22	5.41909883179707e-07	7	1	0.357827722750374	1	1
"ENSG00000153113"	"ENSG00000153113"	3.74523993937789e-34	6.2491863901139e-07	14	2	-0.262499095574573	1	1
"ENSG00000196872"	"ENSG00000196872"	2.04332932381601e-31	6.50476877692341e-07	8	1	-0.453124649536282	1	1
"ENSG00000167136"	"ENSG00000167136"	5.91754443366782e-20	6.97966755076372e-07	3	1	0.257364492519104	1	1
"ENSG00000213246"	"ENSG00000213246"	2.34005011859637e-11	7.00334589155459e-07	4	1	-0.231127518636066	1	1
"ENSG00000170873"	"ENSG00000170873"	4.89195480166663e-08	7.04259653348287e-07	5	1	-0.398571185249887	1	1
"ENSG00000155621"	"ENSG00000155621"	4.25581436954587e-19	7.0741070288472e-07	6	1	-0.481761120538095	1	1
"ENSG00000104549"	"ENSG00000104549"	6.44435220438674e-07	7.15956154504249e-07	4	1	-0.202859485283091	1	1
"ENSG00000276422"	"ENSG00000276422"	6.71901093101399e-30	7.23667669271832e-07	5	1	0.184567051661727	1	1
"ENSG00000229891"	"ENSG00000229891"	1.50914226662029e-06	7.39908649354996e-07	3	1	0.631186477235098	1	1
"ENSG00000057663"	"ENSG00000057663"	9.23149799054546e-20	7.69799835541511e-07	8	1	-0.477165797549851	1	0.833333333333333
"ENSG00000164924"	"ENSG00000164924"	1.98631488817277e-25	7.89370406400509e-07	8	2	0.165355979431942	1	1
"ENSG00000067113"	"ENSG00000067113"	5.57538624894192e-18	8.05101439607536e-07	6	1	-0.489169986422141	1	1
"ENSG00000108423"	"ENSG00000108423"	1.46279751281168e-09	8.11181674591088e-07	6	1	-0.720067630074952	1	0.666666666666667
"ENSG00000134779"	"ENSG00000134779"	6.4970767913958e-51	8.14574521252805e-07	9	1	-0.347177871510986	1	0.833333333333333
"ENSG00000134108"	"ENSG00000134108"	6.42189332308229e-13	9.07350417702322e-07	4	1	-0.813632803656064	1	0.833333333333333
"ENSG00000108641"	"ENSG00000108641"	4.22794275156974e-17	9.59878906860488e-07	7	1	-0.458824845886616	1	1
"ENSG00000127314"	"ENSG00000127314"	2.26604385234996e-19	1.20203750852085e-06	4	1	-0.211786836912766	1	1
"ENSG00000203667"	"ENSG00000203667"	1.73529826800625e-13	1.20548535598204e-06	3	1	0.672770947789242	1	1
"ENSG00000028116"	"ENSG00000028116"	1.62374569511883e-07	1.32719668550946e-06	3	1	-0.666597186025056	1	1
"ENSG00000122218"	"ENSG00000122218"	4.68365903282064e-10	1.33985040270078e-06	5	1	0.586793097996274	1	0.833333333333333
"ENSG00000159658"	"ENSG00000159658"	8.6218062683448e-10	1.37427475273665e-06	3	1	-0.481502270484006	1	1
"ENSG00000087448"	"ENSG00000087448"	1.5408377791398e-07	1.59102606407006e-06	3	1	0.865176256651261	1	0.666666666666667
"ENSG00000099875"	"ENSG00000099875"	5.00579734669015e-39	1.64352243193904e-06	4	2	-0.604026712263775	1	1
"ENSG00000125743"	"ENSG00000125743"	1.572576046388e-09	1.81421088662077e-06	3	1	0.636941767229412	1	1
"ENSG00000160226"	"ENSG00000160226"	8.09979743998167e-10	1.85377152801324e-06	3	1	-0.401672648952457	1	1
"ENSG00000258890"	"ENSG00000258890"	5.64157065603419e-08	1.91991240710003e-06	6	1	-0.468631315533665	1	1
"ENSG00000159346"	"ENSG00000159346"	8.3640499654251e-23	1.99353799359419e-06	4	1	-0.278520738822037	1	1
"ENSG00000004961"	"ENSG00000004961"	6.2015491216194e-41	1.99403036720876e-06	7	1	-0.688555060114162	1	1
"ENSG00000205609"	"ENSG00000205609"	1.5750971276253e-19	2.07461733732621e-06	3	2	-0.727770334590092	1	1
"ENSG00000128699"	"ENSG00000128699"	3.35228114495507e-28	2.09278215734705e-06	5	1	-0.506201572014157	1	1
"ENSG00000198466"	"ENSG00000198466"	1.03714220226783e-05	2.17782662555325e-06	3	2	-0.622468082572434	1	0.833333333333333
"ENSG00000102024"	"ENSG00000102024"	1.14876018892027e-12	2.37046760194361e-06	4	1	0.506845905693521	1	1
"ENSG00000176209"	"ENSG00000176209"	4.74432722494892e-13	2.53055045200417e-06	6	1	-0.1999632377175	1	1
"ENSG00000139990"	"ENSG00000139990"	7.70923371842383e-07	2.56421004702895e-06	3	2	0.480459394886964	1	1
"ENSG00000173226"	"ENSG00000173226"	4.37637967575391e-34	2.73267244228255e-06	4	2	-0.522872391903014	1	1
"ENSG00000178950"	"ENSG00000178950"	1.01320800748351e-15	2.92828343908498e-06	6	1	-0.459096930561616	1	1
"ENSG00000141543"	"ENSG00000141543"	8.40322704561998e-10	2.92889018751893e-06	3	1	-0.731889851888971	1	0.833333333333333
"ENSG00000086666"	"ENSG00000086666"	3.54328077027902e-42	2.97803410329487e-06	9	1	-0.453044390230976	1	1
"ENSG00000169926"	"ENSG00000169926"	2.71839912569323e-15	3.07632093938203e-06	6	2	-0.492319293925865	1	1
"ENSG00000066855"	"ENSG00000066855"	7.34445678900394e-06	3.25278643352019e-06	4	1	-0.591719375622837	1	1
"ENSG00000122417"	"ENSG00000122417"	3.38165884095401e-57	3.50844262150278e-06	7	1	-0.420814479546919	1	1
"ENSG00000129636"	"ENSG00000129636"	8.4972994118415e-18	3.78260617104028e-06	5	1	0.436124055265127	1	1
"ENSG00000164930"	"ENSG00000164930"	7.84272336363048e-25	3.83494937060013e-06	4	1	0.747857793532593	1	1
"ENSG00000178057"	"ENSG00000178057"	1.32957407477853e-09	4.32030207037049e-06	4	1	-0.229078453484501	1	1
"ENSG00000163597"	"ENSG00000163597"	1.47070704772498e-31	4.43028802486037e-06	9	1	-0.224219518970447	1	1
"ENSG00000159714"	"ENSG00000159714"	3.12168435067349e-24	5.5900498410523e-06	9	1	-0.406063137489707	1	1
"ENSG00000101447"	"ENSG00000101447"	8.34084602661114e-10	5.84604620139851e-06	3	1	0.55741330694626	1	1
"ENSG00000106733"	"ENSG00000106733"	3.23640831864654e-39	5.96783016621618e-06	8	1	-0.390243437459227	1	1
"ENSG00000069509"	"ENSG00000069509"	1.03602002431787e-21	6.29315381434111e-06	4	1	-0.688855798762052	1	1
"ENSG00000196275"	"ENSG00000196275"	3.25932433422458e-17	6.30423240541274e-06	5	1	-0.506310847465736	1	0.833333333333333
"ENSG00000103260"	"ENSG00000103260"	2.26215514640301e-07	6.88009637337038e-06	3	1	0.340844733813266	1	1
"ENSG00000108588"	"ENSG00000108588"	4.65976508459023e-38	7.4326686790989e-06	3	1	0.519622805305142	1	1
"ENSG00000100926"	"ENSG00000100926"	4.61196789658009e-21	7.88806622828002e-06	4	1	0.265776073857321	1	1
"ENSG00000167920"	"ENSG00000167920"	2.74047462277536e-20	8.00924996963734e-06	5	1	0.311690600705885	1	1
"ENSG00000133243"	"ENSG00000133243"	1.26892935917068e-06	8.13695287017988e-06	3	1	-0.81544969709722	1	1
"ENSG00000003756"	"ENSG00000003756"	2.32583823479399e-09	1.01192950627515e-05	5	1	-0.337805156285336	1	1
"ENSG00000185947"	"ENSG00000185947"	1.59033129758579e-06	1.05471570973049e-05	3	1	-0.444144784685614	1	1
"ENSG00000214941"	"ENSG00000214941"	2.52903852706282e-20	1.16963517213225e-05	8	1	-0.336856269192746	1	1
"ENSG00000183426"	"ENSG00000183426"	3.90932319309266e-23	1.25863450857014e-05	4	1	0.781505425771415	1	1
"ENSG00000185504"	"ENSG00000185504"	2.89725103843927e-07	1.27093668831972e-05	3	1	0.664192932014922	1	0.833333333333333
"ENSG00000106263"	"ENSG00000106263"	1.22201266977526e-15	1.35648984268414e-05	6	2	0.306803376490606	1	1
"ENSG00000149091"	"ENSG00000149091"	2.93477618067854e-05	1.44436826978667e-05	4	1	-0.515052426618338	1	1
"ENSG00000213676"	"ENSG00000213676"	0.000104902522628402	1.44665762088079e-05	3	3	0.445520296224398	1	1
"ENSG00000132376"	"ENSG00000132376"	2.23896844326833e-06	1.55973447444274e-05	3	1	0.577254568565634	1	1
"ENSG00000070087"	"ENSG00000070087"	1.26217588664941e-14	1.56574292151236e-05	6	1	0.33948518161603	1	1
"ENSG00000054282"	"ENSG00000054282"	4.43946884311055e-10	1.65629907592002e-05	3	1	0.530927001838415	1	1
"ENSG00000189077"	"ENSG00000189077"	3.08665028047225e-09	1.68177371993272e-05	5	1	-0.607590041851605	1	1
"ENSG00000064199"	"ENSG00000064199"	8.21680164102527e-47	1.73047312744986e-05	3	1	-0.968538899084504	1	1
"ENSG00000167165"	"ENSG00000167165"	2.53253678183049e-06	1.76721271977665e-05	3	1	0.758098926268008	1	1
"ENSG00000172831"	"ENSG00000172831"	9.19078654216145e-22	1.82378429046561e-05	3	1	-0.709628556275416	1	1
"ENSG00000121579"	"ENSG00000121579"	3.80179079817405e-10	1.88070379592885e-05	4	1	0.393440828486412	1	1
"ENSG00000110367"	"ENSG00000110367"	1.84798137366717e-09	1.95507554431206e-05	3	1	0.68115308454321	1	1
"ENSG00000084090"	"ENSG00000084090"	1.51367356623713e-10	1.99570787369965e-05	3	1	-0.484607758776392	1	1
"ENSG00000135363"	"ENSG00000135363"	4.00472169843036e-21	2.06605715189703e-05	7	2	0.294950793214209	1	1
"ENSG00000152439"	"ENSG00000152439"	1.01182896735602e-05	2.14261505147158e-05	3	1	-0.705527974800432	1	0.833333333333333
"ENSG00000172845"	"ENSG00000172845"	1.78868194706813e-16	2.14492380721069e-05	5	1	-0.489795996059073	1	1
"ENSG00000103253"	"ENSG00000103253"	2.37883564722102e-07	2.23123118508508e-05	9	1	0.452919473985838	1	1
"ENSG00000108946"	"ENSG00000108946"	2.00348718970328e-19	2.30759578928902e-05	6	1	-0.388190473112574	1	1
"ENSG00000160767"	"ENSG00000160767"	8.19068114296059e-07	2.35227976650635e-05	4	2	0.739264276340659	1	1
"ENSG00000118705"	"ENSG00000118705"	1.27424977183537e-15	2.54173471609181e-05	3	1	0.231876223037649	1	1
"ENSG00000224259"	"ENSG00000224259"	0.000106465724134514	2.58831909216076e-05	3	2	-0.258065573047453	1	1
"ENSG00000067082"	"ENSG00000067082"	0.000216041407721876	2.67936668643252e-05	3	1	-0.16028398811157	1	1
"ENSG00000065882"	"ENSG00000065882"	1.48599636950468e-19	2.71314342109402e-05	5	1	-0.557445860710444	1	1
"ENSG00000178719"	"ENSG00000178719"	2.37806837844802e-07	2.82848354944744e-05	3	1	0.648485223439127	1	1
"ENSG00000157259"	"ENSG00000157259"	1.41105558019902e-09	2.83082490793168e-05	4	1	-0.39483317878153	1	1
"ENSG00000111653"	"ENSG00000111653"	4.26727503563078e-05	2.84017709468696e-05	4	2	-0.284117797385488	1	1
